duration,hits,loadtime,datatransferred,cdn,reference,bot
100.2147486,57,241.66,2.88,Beluga,Direct,Bot
79.75627956,45,231.97,2.71,DDOS-GUARD,Direct,Human
67.53046998,45,257.52,2.56,DDOS-GUARD,External,Human
132.9229443,69,244.37,3.07,Microsoft,External,Bot
118.1543389,61,231,2.61,Microsoft,External,Human
63.10520524,36,240.94,2.36,Beluga,External,Bot
64.44298116,32,226.61,3.14,Microsoft,External,Bot
58.75076845,37,255.09,3.03,Microsoft,External,Human
103.56775,53,232.8,2.84,DDOS-GUARD,Direct,Human
101.7340558,44,207.11,2.28,Microsoft,Direct,Human
62.90342116,41,258.73,2.55,Microsoft,Direct,Bot
109.6443942,61,255.44,3.03,Microsoft,External,Bot
71.45275416,50,270.6,3.21,Microsoft,External,Bot
109.3969964,63,245.68,3.08,Cloudflare,Direct,Human
89.07861683,49,237.22,2.9,Microsoft,External,Human
86.1720304,48,242.19,3.07,Beluga,External,Human
106.5129078,52,227.61,2.03,Cloudflare,External,Human
87.17435865,43,227.54,3,Beluga,Direct,Bot
88.99992193,47,237.65,3.8,DDOS-GUARD,Direct,Human
99.77859492,48,220.35,3.24,Microsoft,Direct,Human
129.3170125,56,195.51,2.68,Microsoft,Direct,Bot
98.08672695,44,207.21,2.77,DDOS-GUARD,Direct,Bot
110.8540565,60,223.84,2.26,Cloudflare,Direct,Bot
111.0204779,63,249.06,2.91,Microsoft,Direct,Human
116.084557,58,221.83,3.22,Beluga,Direct,Bot
84.57539443,46,233.97,3.49,Microsoft,External,Bot
58.64370788,34,234.85,2.23,Cloudflare,External,Human
117.7232013,56,207.93,3.01,Cloudflare,Direct,Human
96.80296423,61,271.2,2.76,Cloudflare,External,Bot
103.2968496,50,225.23,2.76,Beluga,External,Human
67.11500183,43,262.11,2.54,Microsoft,Direct,Human
80.56800199,44,245.72,3.04,Beluga,External,Bot
104.3321544,53,224.05,3.09,Beluga,Direct,Human
44.97581515,39,255.35,3.15,Beluga,External,Human
56.75490518,34,250.66,2.98,DDOS-GUARD,External,Human
88.14689731,44,231.68,3.22,Microsoft,External,Bot
119.6363944,54,209.81,3.5,Cloudflare,External,Human
104.4129492,47,206.8,2.95,DDOS-GUARD,Direct,Human
151.0325578,68,206.94,3.18,Cloudflare,External,Bot
78.50444201,52,269.72,4,Cloudflare,External,Bot
97.58122846,50,230.24,3.75,Beluga,External,Human
94.82665997,54,258.28,3.03,Cloudflare,External,Human
88.45506954,46,231.92,3.37,DDOS-GUARD,Direct,Human
97.12336801,50,237.51,3.59,DDOS-GUARD,External,Human
125.4925991,59,215.68,2.24,Microsoft,External,Human
105.3770205,51,217.92,3.2,Beluga,Direct,Human
59.23241085,44,272.17,3.79,Beluga,Direct,Bot
111.2811005,56,233.15,3.26,Microsoft,External,Bot
86.06370126,45,225.26,2.63,Beluga,Direct,Human
79.89999284,50,251.54,2.85,Cloudflare,External,Human
100.3705582,56,249.3,2.4,DDOS-GUARD,External,Human
47.95785233,39,270.61,2.79,Beluga,Direct,Human
96.5560787,47,229.27,3.34,Beluga,Direct,Human
124.2479926,61,225.03,3.21,Beluga,External,Human
82.66923906,42,230.41,3.25,Microsoft,Direct,Human
83.69270748,47,245.99,2.74,DDOS-GUARD,Direct,Bot
66.20223761,42,257.18,1.88,DDOS-GUARD,External,Bot
44.82568674,36,270.47,3,Microsoft,External,Human
53.6549608,33,239.5,2.94,Beluga,Direct,Human
104.5607088,52,226.27,2.36,Cloudflare,Direct,Human
104.9011976,62,256.94,3.76,Beluga,External,Bot
93.48102215,52,242.37,2.41,Cloudflare,External,Human
55.75296701,37,247.6,2.89,Beluga,External,Human
94.89660018,53,236,1.96,DDOS-GUARD,Direct,Human
82.62948516,49,243.74,4.19,DDOS-GUARD,Direct,Bot
113.2343263,64,256.96,2.5,Beluga,External,Bot
115.4472326,60,237.29,1.75,Cloudflare,Direct,Human
88.53439881,53,247.13,2.77,Microsoft,Direct,Bot
91.6990513,45,222.12,4.04,Cloudflare,External,Bot
93.08106711,44,227.44,2.29,Microsoft,External,Bot
76.61649156,35,219.3,3.24,Cloudflare,Direct,Bot
77.09733487,56,273.52,2.62,DDOS-GUARD,External,Human
139.2817438,71,227.94,1.87,Cloudflare,Direct,Bot
126.9182815,52,195.94,3.27,Microsoft,Direct,Human
86.08512343,44,251.99,3.07,Microsoft,External,Human
89.18789154,44,226.5,3.33,Microsoft,Direct,Human
78.21156135,44,251.12,2.77,Beluga,Direct,Human
59.91681078,39,253.2,3.23,Microsoft,External,Human
82.96437617,51,249.74,3.23,Beluga,Direct,Bot
97.12619218,54,245.51,3.52,Cloudflare,External,Human
88.31931126,57,271.79,3.35,Cloudflare,Direct,Human
80.52725367,47,239.4,3.37,Beluga,Direct,Bot
77.35140538,43,230.97,3.75,Cloudflare,Direct,Human
115.6166277,60,233.42,3,Microsoft,Direct,Bot
76.4938103,51,261.16,2.95,Beluga,Direct,Bot
68.47514852,34,231.44,2.68,Cloudflare,External,Bot
106.212137,49,208.98,2.4,Beluga,External,Bot
141.2478589,68,230.5,3.63,Beluga,External,Bot
89.79470763,47,237.56,3.64,DDOS-GUARD,External,Human
96.33506018,47,228.12,2.75,Microsoft,External,Human
104.9936462,57,238.82,3.36,Beluga,External,Human
64.3392677,29,226.66,2.87,Cloudflare,External,Bot
62.1155755,46,265.81,2.76,Beluga,External,Human
114.9668053,50,203.29,2.23,Microsoft,Direct,Bot
88.92411897,55,255.13,3.42,Cloudflare,External,Bot
142.8248055,66,203.94,2.96,Microsoft,External,Bot
133.3700631,67,223.64,3.43,DDOS-GUARD,External,Bot
55.00000804,39,269.19,2.59,Beluga,External,Human
105.9692428,50,210.62,3.03,DDOS-GUARD,External,Human
80.38605994,46,244.62,2.54,Beluga,External,Bot
71.39456996,40,241.89,4.46,Beluga,Direct,Human
97.30870613,52,240.85,2.19,DDOS-GUARD,Direct,Human
70.88555236,37,234.63,3.29,Microsoft,External,Bot
126.2594844,58,197.78,2.61,Microsoft,External,Human
103.7476108,54,239.47,3.58,DDOS-GUARD,Direct,Bot
106.3537928,56,243.16,3.49,DDOS-GUARD,External,Bot
111.2372679,50,214.97,3.34,Microsoft,Direct,Human
107.4524219,49,222.25,1.92,DDOS-GUARD,External,Bot
74.84591331,47,250.91,2.2,Cloudflare,Direct,Bot
90.80417674,54,240.9,3.87,Microsoft,External,Bot
138.026267,64,215.67,2.85,Cloudflare,External,Bot
96.53815093,53,252.19,2.94,Microsoft,External,Human
63.52248194,51,273.58,3.03,Cloudflare,Direct,Human
74.86587817,54,265.01,2.5,Microsoft,External,Bot
90.17240014,59,283.05,2.66,Microsoft,Direct,Human
116.9065165,66,251.11,2.09,Microsoft,External,Human
70.72027457,40,231.12,2.51,Microsoft,External,Bot
99.34691538,61,273.84,1.83,Cloudflare,Direct,Human
75.90237618,44,242.13,3.14,Microsoft,External,Human
127.5354579,56,209.87,3.59,Microsoft,Direct,Bot
96.80498986,44,234.15,4.11,Cloudflare,Direct,Human
116.3108468,67,252.23,1.87,Cloudflare,Direct,Bot
87.9042942,46,225.25,3.45,Microsoft,Direct,Bot
109.1767397,47,210.74,2.2,Cloudflare,External,Bot
82.06661645,53,259.33,3.13,Beluga,External,Human
69.160135,42,246.64,2.71,Beluga,External,Human
86.10563341,43,231.89,2.1,DDOS-GUARD,External,Human
67.40860177,36,239.43,3.02,DDOS-GUARD,External,Bot
84.46058718,50,248.06,2.84,Microsoft,Direct,Human
101.4987286,57,241.87,3.22,Beluga,External,Bot
131.4216317,54,191.32,3.94,DDOS-GUARD,Direct,Human
103.4741786,42,209.59,2.67,Microsoft,Direct,Bot
96.54488763,48,227.5,2.82,Microsoft,Direct,Bot
120.8091876,62,238.98,3.69,Cloudflare,External,Bot
73.4448839,38,235.58,3.85,DDOS-GUARD,External,Human
69.66025388,45,264.76,2.81,DDOS-GUARD,External,Bot
118.3392314,52,207.83,3.76,Beluga,Direct,Bot
81.83177705,44,228.76,2.26,Cloudflare,External,Human
89.03679238,54,240.69,3.31,Microsoft,Direct,Bot
103.7981814,52,226.64,3.13,DDOS-GUARD,Direct,Bot
105.9989676,58,234.79,4.09,Cloudflare,Direct,Human
93.45425055,56,263.4,2.93,Beluga,Direct,Bot
47.47992424,28,246.62,2.36,Microsoft,External,Human
104.3889807,52,233.51,2.87,Beluga,External,Bot
53.65409338,36,246.85,3.24,Microsoft,External,Human
85.67210427,52,269.11,3.26,DDOS-GUARD,Direct,Human
87.26643042,47,236.16,2.66,Beluga,Direct,Bot
104.4294545,54,235.51,2.61,Cloudflare,Direct,Bot
66.52666414,41,251.19,3.24,Beluga,Direct,Human
69.44834543,48,268.89,2.8,DDOS-GUARD,Direct,Human
98.30907685,54,252.44,3.15,Microsoft,Direct,Bot
43.98797834,33,254.83,2.93,Microsoft,Direct,Bot
100.1599877,42,203.02,2.66,Beluga,Direct,Bot
58.01655421,45,266.82,3.86,DDOS-GUARD,Direct,Bot
82.25056433,49,255.93,2.9,DDOS-GUARD,Direct,Bot
98.14337579,53,251.92,2.18,DDOS-GUARD,External,Bot
108.9487611,66,266.28,2.77,Microsoft,Direct,Bot
113.8831002,69,258.74,3.01,Cloudflare,External,Human
69.73814792,41,249.84,2.08,Microsoft,External,Human
55.26445835,31,227.99,2.83,DDOS-GUARD,External,Human
78.19113599,55,267.85,3.29,Microsoft,Direct,Bot
107.6692478,51,229.34,3.62,Beluga,Direct,Human
88.90569463,50,248.53,3.73,Microsoft,External,Human
121.5565948,58,217.4,2.42,Cloudflare,External,Human
92.18689012,50,256.22,3.02,Beluga,Direct,Bot
72.23193271,45,245.04,3.18,Beluga,External,Bot
79.23911337,44,229.09,2.86,DDOS-GUARD,External,Bot
108.6642964,53,212.53,2.46,DDOS-GUARD,Direct,Human
90.12262375,52,257.1,3.29,DDOS-GUARD,Direct,Human
92.27738479,42,223.68,2.22,DDOS-GUARD,Direct,Human
82.2629142,47,236.23,2.84,Beluga,External,Human
60.80661951,36,242.65,2.09,Microsoft,External,Human
122.4786286,53,230.8,2.46,DDOS-GUARD,Direct,Human
54.74378587,35,257.21,2.87,Microsoft,Direct,Bot
78.77101492,47,247.49,2.85,Beluga,Direct,Bot
72.9557253,40,247.93,3.36,Cloudflare,Direct,Human
99.21471128,53,234.04,2.8,Microsoft,Direct,Bot
117.3422314,67,249.12,3.79,Beluga,External,Bot
128.6242584,66,235.61,2.11,Cloudflare,External,Human
102.2543775,47,198.91,2.78,DDOS-GUARD,External,Human
85.35733921,41,220.54,2.31,Microsoft,External,Human
87.20184466,42,239.57,3.8,Microsoft,External,Bot
104.0657501,61,258.02,2.81,DDOS-GUARD,Direct,Human
87.79725992,58,263.07,2.99,Beluga,External,Human
100.2386629,51,222.8,3.04,Microsoft,External,Bot
96.7944478,55,250.5,2.87,DDOS-GUARD,Direct,Bot
98.21957005,57,240.88,3.59,Cloudflare,Direct,Bot
40.04190621,24,249.41,3.94,Beluga,External,Human
112.198321,53,214.94,3.8,Cloudflare,Direct,Human
106.5981827,59,254.37,1.88,Cloudflare,External,Bot
82.54319981,51,258.21,2.33,DDOS-GUARD,Direct,Bot
87.31396309,52,255.85,2.72,Beluga,External,Human
96.81164859,57,252.33,2.85,DDOS-GUARD,External,Bot
71.9311041,45,244.24,3.42,DDOS-GUARD,Direct,Human
61.7647483,44,264.79,2.74,Cloudflare,Direct,Human
94.51163768,60,270.04,3.53,DDOS-GUARD,Direct,Bot
94.65419695,55,253.64,2.38,Beluga,External,Human
72.60792035,47,241.78,2.7,Beluga,External,Bot
84.25900637,42,240.65,2.97,Beluga,External,Bot
107.053386,57,240.53,2.73,Cloudflare,External,Bot
112.2216926,56,218.94,3,DDOS-GUARD,External,Bot
58.92139095,36,250,3.55,DDOS-GUARD,External,Bot
55.59276231,38,267.18,2.68,Beluga,External,Bot
40.86602851,24,238.48,2.5,Cloudflare,Direct,Bot
120.8354915,67,241.95,3.5,DDOS-GUARD,Direct,Bot
120.1211351,61,225.16,2.61,DDOS-GUARD,External,Bot
84.90116292,40,216.08,3.83,DDOS-GUARD,External,Human
65.563933,51,289.71,1.91,Beluga,Direct,Bot
112.231122,56,236.09,1.81,Cloudflare,Direct,Human
121.9384814,68,243.71,2.58,DDOS-GUARD,External,Human
86.92212621,48,233.5,2.97,Beluga,External,Human
72.13886114,37,233.92,3.21,DDOS-GUARD,External,Bot
106.6201036,58,237.35,3.64,Beluga,External,Human
92.58565834,52,248.29,3.1,Microsoft,Direct,Human
84.90668836,42,215.48,2.78,Cloudflare,External,Human
93.51895759,53,250.72,3.19,Beluga,External,Bot
98.39919455,53,246.78,3.65,Microsoft,Direct,Bot
92.07810244,40,198.24,3.44,DDOS-GUARD,Direct,Human
58.93881908,50,275.52,3.78,Cloudflare,External,Bot
87.24894494,50,258.11,3.33,DDOS-GUARD,Direct,Bot
67.63482337,45,257.46,3.14,Microsoft,External,Human
100.9782244,49,227.62,2.31,DDOS-GUARD,Direct,Human
158.2382579,72,221.76,2.03,Cloudflare,Direct,Human
98.89357115,50,223.64,3.45,Microsoft,External,Bot
114.4045259,58,236.16,3.14,Microsoft,External,Human
93.85282066,55,237.18,2.48,Beluga,External,Human
78.32173681,48,257.15,3.23,DDOS-GUARD,Direct,Bot
81.09609701,46,255.72,2.12,Microsoft,Direct,Human
84.62033964,47,252.4,3.19,Cloudflare,Direct,Bot
66.85207533,44,266.28,2.34,Cloudflare,Direct,Bot
102.2452188,64,264.66,3.23,Cloudflare,External,Human
127.6167506,61,214.86,3.34,Microsoft,Direct,Bot
132.2232792,68,227.79,2.48,Beluga,External,Human
80.78716253,50,253.82,4.12,Beluga,Direct,Bot
95.94608106,63,264.77,1.88,Cloudflare,Direct,Human
61.36652799,40,248.36,3.22,Microsoft,Direct,Human
109.9287531,51,220.83,2.81,DDOS-GUARD,Direct,Bot
117.0043075,55,227.98,3.84,Microsoft,Direct,Bot
83.48876918,50,234.72,3.09,Beluga,Direct,Human
76.77159663,44,239.59,3.86,Cloudflare,Direct,Bot
101.7107758,52,221.14,2.99,DDOS-GUARD,External,Bot
88.49950087,45,232.01,2.98,Cloudflare,External,Human
129.6042432,56,200.1,2.81,DDOS-GUARD,External,Bot
110.2739171,49,207.56,2.34,Beluga,External,Bot
78.89603553,50,252.69,3.09,Beluga,External,Bot
77.23501662,40,235.54,3.17,Cloudflare,Direct,Human
117.8262863,61,229.68,2.99,Beluga,External,Human
140.8204695,70,227.41,2.53,Beluga,External,Human
134.1980361,65,224.61,3.36,DDOS-GUARD,External,Human
97.21376148,43,212.66,3.41,DDOS-GUARD,External,Bot
115.442149,60,235.55,2.96,Microsoft,External,Human
137.201792,67,224.37,3.25,Beluga,Direct,Bot
135.2922036,63,225.63,3.15,Beluga,External,Bot
74.73979827,37,234.16,3.47,DDOS-GUARD,Direct,Bot
115.3970034,55,208.46,2.78,Microsoft,Direct,Human
117.3843999,58,220.64,4.2,Cloudflare,Direct,Human
62.5158619,35,246.76,3.07,Cloudflare,External,Human
87.64253629,57,257.16,3.93,DDOS-GUARD,External,Bot
89.45264228,47,243.7,4.17,Beluga,Direct,Bot
88.04958832,51,247.04,3.08,Beluga,External,Human
116.8161571,54,214.39,3.27,Microsoft,Direct,Human
146.8855183,64,193.56,3.55,Microsoft,Direct,Human
55.71787709,39,263.59,3.74,Cloudflare,External,Human
104.9589094,47,206.51,2.78,DDOS-GUARD,Direct,Human
71.39925278,52,268.27,2.56,Microsoft,Direct,Human
94.6822856,51,232.09,1.77,DDOS-GUARD,External,Bot
57.98728075,37,234.88,1.96,Beluga,External,Bot
123.4907819,57,200.05,3.03,Beluga,Direct,Human
126.1024744,60,212.28,3.34,DDOS-GUARD,Direct,Bot
110.6138975,58,239.84,3.64,DDOS-GUARD,External,Bot
81.25729902,56,269.13,3.54,Cloudflare,Direct,Bot
106.8966556,65,258.49,3.45,Beluga,Direct,Bot
80.79566882,41,221.83,2.11,Beluga,Direct,Bot
99.96154577,48,224.93,3.61,Cloudflare,Direct,Bot
126.5388855,66,233.04,2.85,Beluga,Direct,Human
117.0861148,65,231.53,3.15,Cloudflare,External,Bot
71.30166041,34,226.94,3.94,Beluga,Direct,Human
64.68178882,48,276.51,2.81,DDOS-GUARD,Direct,Human
142.531932,70,220.74,3.1,Cloudflare,External,Human
46.0856353,40,267.93,3.02,Beluga,External,Human
75.51592965,45,252.01,3.75,Beluga,External,Human
75.11052296,46,243.61,2.37,Cloudflare,Direct,Human
82.81237967,40,220.36,2.7,Microsoft,Direct,Human
97.17636736,65,282.21,2.89,DDOS-GUARD,Direct,Bot
82.64809456,43,235.16,3.52,Beluga,External,Bot
63.54884186,43,267.45,2.78,Cloudflare,Direct,Human
76.54323686,41,245.2,3.36,Beluga,External,Bot
100.8561827,49,227.68,3.13,DDOS-GUARD,Direct,Bot
83.22663958,50,271.94,2.74,Cloudflare,External,Bot
69.37572298,44,252.7,2.77,Beluga,External,Bot
124.536653,62,227.42,3.27,Microsoft,External,Human
69.3519029,50,278.8,2.92,DDOS-GUARD,Direct,Bot
115.7983012,55,230.4,3.22,Beluga,Direct,Bot
76.73207284,53,272.58,2.28,DDOS-GUARD,External,Human
70.78521401,47,263.23,2.5,DDOS-GUARD,Direct,Human
92.1622064,48,232.92,3.25,DDOS-GUARD,External,Human
59.05101465,32,240.75,2.47,DDOS-GUARD,Direct,Human
120.5759214,63,251.11,2.96,Beluga,Direct,Bot
68.92258439,49,274.01,2.65,Cloudflare,Direct,Human
29.97339992,30,273.13,3.69,Cloudflare,Direct,Human
134.5504522,64,213.65,2.78,DDOS-GUARD,External,Bot
90.70067354,54,253.19,4.38,Cloudflare,External,Bot
61.41170174,42,251.7,3.41,Microsoft,External,Human
95.29401949,48,227.93,3.43,Cloudflare,Direct,Human
50.48490224,36,266.03,2.05,Microsoft,Direct,Bot
84.11017321,43,234.16,2.97,Microsoft,External,Bot
95.20588945,59,269.71,3.44,DDOS-GUARD,Direct,Bot
116.0504577,56,233.09,2.29,DDOS-GUARD,External,Bot
74.77864575,39,232.17,2.29,Microsoft,Direct,Bot
121.2321719,63,233.1,3.31,Beluga,External,Bot
143.1743178,65,200.86,2.57,Beluga,External,Human
105.8626181,53,231.63,3.2,Microsoft,External,Bot
90.5377104,47,235.72,3.15,Cloudflare,External,Human
113.5954129,59,234.81,2.79,Microsoft,External,Bot
96.05177824,52,235.07,3.04,Microsoft,External,Bot
90.16143686,45,224.38,3.2,Microsoft,Direct,Human
70.74161062,38,240.09,3.49,Cloudflare,Direct,Human
92.02123118,54,254.79,3.2,Microsoft,Direct,Bot
100.5719389,48,212.02,2.9,Beluga,Direct,Human
103.4762386,60,255.46,2.36,Microsoft,External,Human
92.39318221,45,216.8,2.98,Beluga,External,Human
110.1443551,55,232.18,2.59,DDOS-GUARD,Direct,Human
79.89724978,44,248.3,2.76,DDOS-GUARD,Direct,Human
129.7384923,59,203.12,2.73,DDOS-GUARD,Direct,Human
111.3365055,55,239.68,3.45,DDOS-GUARD,Direct,Bot
85.31778352,55,254.24,3.14,Beluga,External,Human
88.61899977,42,222.6,2.51,DDOS-GUARD,Direct,Human
91.39208196,46,232.87,2.56,DDOS-GUARD,Direct,Bot
101.1947744,53,223.12,3.02,Microsoft,Direct,Bot
69.66305529,38,237.18,2.83,Microsoft,External,Bot
106.8894328,55,238.66,2.69,Beluga,Direct,Human
90.58922779,46,236.84,3.14,DDOS-GUARD,Direct,Bot
84.55477002,38,211.58,3.51,Cloudflare,External,Bot
85.22599579,55,251.8,3.15,DDOS-GUARD,Direct,Bot
83.14589473,53,249.79,2.62,Cloudflare,External,Bot
105.9984174,55,234.64,3.6,Cloudflare,External,Bot
78.5134051,41,239.26,3.71,DDOS-GUARD,Direct,Bot
139.7417908,61,207.93,3.73,Cloudflare,External,Human
92.99770714,49,234.85,3.3,Microsoft,Direct,Human
102.3255767,47,208.07,3.34,Microsoft,Direct,Human
74.16430617,45,247.64,3.05,Cloudflare,External,Bot
83.63569504,43,230.52,2.41,Microsoft,Direct,Bot
61.90758432,37,248.68,1.73,DDOS-GUARD,Direct,Bot
93.04311057,59,258.4,3.02,Beluga,External,Bot
116.46613,58,216.22,2.98,Beluga,External,Human
128.4154234,64,221.55,2.76,Microsoft,Direct,Human
95.11188637,43,222.11,3.79,DDOS-GUARD,External,Human
122.8393957,60,213.72,3.63,Microsoft,Direct,Human
96.20315209,54,242.65,4.07,Microsoft,External,Bot
111.6453909,60,227.73,2.71,Cloudflare,Direct,Human
75.15781252,49,260.14,2.88,Microsoft,Direct,Bot
83.0211249,40,220.1,2.32,Beluga,External,Human
114.6786994,61,240.1,2.84,Cloudflare,External,Bot
128.225818,59,208.58,2.23,Cloudflare,Direct,Human
77.3898505,48,236.14,2.84,DDOS-GUARD,External,Human
107.6794073,60,243.39,3.69,DDOS-GUARD,Direct,Human
101.762395,58,264.12,3.29,Cloudflare,External,Bot
109.4003144,49,209.11,3.35,DDOS-GUARD,Direct,Bot
82.55829731,53,268.46,2.27,Microsoft,Direct,Bot
102.7243779,49,226.08,3.81,Microsoft,External,Bot
55.67244942,31,249.4,3.85,DDOS-GUARD,Direct,Human
71.35939485,47,253.82,3.46,Beluga,External,Bot
118.3237494,59,231.84,2.96,Microsoft,External,Bot
116.8437891,54,206.62,3.04,Beluga,External,Bot
108.252956,56,231.73,1.84,Beluga,Direct,Human
99.94245046,49,223.79,2.92,Cloudflare,External,Bot
76.14036938,48,261.41,2.82,Cloudflare,External,Human
76.60753528,44,242.68,2.99,Cloudflare,Direct,Human
102.9072499,50,216.63,3.38,Cloudflare,Direct,Bot
72.57456384,53,281.3,3.15,Beluga,External,Human
102.4045215,47,226.89,3.05,Microsoft,External,Human
67.62214412,41,255.3,2.77,Beluga,Direct,Human
112.4163945,56,241.05,2.4,Microsoft,External,Bot
76.66429691,48,255.86,3.17,Cloudflare,Direct,Bot
74.28592398,48,259.96,3.27,Cloudflare,External,Human
103.9125047,57,251.74,2.02,DDOS-GUARD,External,Bot
80.92439712,55,274.66,2.94,Microsoft,External,Human
84.61228268,48,258.34,3.59,Beluga,Direct,Bot
128.9172249,64,233.28,3.28,Microsoft,Direct,Human
89.73474664,51,246.79,2.53,Beluga,External,Bot
52.10634269,36,270.82,2.47,Beluga,External,Bot
76.58830461,46,252.47,2.97,DDOS-GUARD,Direct,Human
85.88794154,50,240.68,3.35,Microsoft,External,Bot
106.1265172,46,208.22,1.94,Beluga,Direct,Bot
125.0862319,60,231.31,3.54,Beluga,External,Bot
94.87765118,50,231.69,2.95,DDOS-GUARD,Direct,Bot
97.32808356,61,275.21,2.91,Microsoft,External,Bot
101.3077341,45,212.58,2.66,Beluga,External,Human
114.1911734,62,237.06,2.97,Microsoft,External,Human
67.47516198,47,260.06,3.11,Microsoft,External,Bot
99.20491571,58,250.59,2.86,Microsoft,Direct,Human
96.06477049,47,216.25,3.09,DDOS-GUARD,External,Bot
99.99394209,54,227.58,2.44,Beluga,Direct,Bot
78.7975309,43,228.88,2.35,Microsoft,External,Human
90.21066606,55,257.68,3.19,Beluga,Direct,Human
142.9865294,60,189.77,2.72,Cloudflare,Direct,Bot
95.76951286,55,258.38,1.9,Cloudflare,External,Human
82.42202061,55,259.6,2.27,Cloudflare,Direct,Bot
79.23719265,41,233.11,2.95,DDOS-GUARD,External,Bot
143.402655,71,231.18,3.11,Microsoft,Direct,Human
114.4448443,61,235.53,3.57,Cloudflare,Direct,Human
74.50901468,48,246.03,3.04,DDOS-GUARD,External,Human
106.0476789,55,233.53,2.91,Beluga,External,Human
92.35845965,51,239.15,3.37,Cloudflare,External,Bot
98.68398432,56,235.34,2.63,Microsoft,External,Human
113.0662471,63,245.81,3.81,DDOS-GUARD,Direct,Bot
91.96781908,49,252.31,3.24,Beluga,Direct,Bot
75.80958118,35,233.38,3.34,Microsoft,External,Human
55.870384,39,263.51,3.64,Microsoft,Direct,Human
67.79543272,44,265.11,3.91,Cloudflare,Direct,Human
76.86797869,42,238.16,2.6,Microsoft,External,Bot
101.2191654,59,255.86,3.85,DDOS-GUARD,Direct,Human
109.8216311,54,227.79,2.98,DDOS-GUARD,Direct,Bot
99.41266882,51,245.83,2.83,DDOS-GUARD,External,Bot
55.24728114,38,249.74,2.85,Beluga,Direct,Human
99.30122693,51,244.39,3.54,DDOS-GUARD,Direct,Human
97.73470216,46,224.31,2.97,Beluga,External,Human
86.69620825,55,270.4,3.08,Beluga,Direct,Bot
